pickup date,pickup time,dropoff date,dropoff time,CATEGORY,PURPOSE,Pickup Location,Dropoff Location,trip duration (min),trip_distance (km)
2016-02-26 00:00:00,1899-12-30 17:01:00,2016-02-26 00:00:00,1899-12-30 17:12:00,Personal,Meeting,Hazelwood,Whitebridge,11,3.21868
2016-02-28 00:00:00,1899-12-30 05:22:00,2016-02-28 00:00:00,1899-12-30 05:38:00,Business,Meeting,Whitebridge,Waverly Place,16,12.391918
2016-02-28 00:00:00,1899-12-30 09:26:00,2016-02-28 00:00:00,1899-12-30 09:42:00,Business,Meeting,Waverly Place,Whitebridge,16,10.943512
2016-02-29 00:00:00,1899-12-30 11:07:00,2016-02-29 00:00:00,1899-12-30 11:14:00,Personal,Meeting,Whitebridge,Westpark Place,7,3.379614
2016-02-29 00:00:00,1899-12-30 11:30:00,2016-02-29 00:00:00,1899-12-30 11:40:00,Business,Meeting,Cary,Apex,10,6.115492
2016-02-29 00:00:00,1899-12-30 12:36:00,2016-02-29 00:00:00,1899-12-30 12:48:00,Business,Meeting,Apex,Cary,12,9.012303999999999
2016-02-29 00:00:00,1899-12-30 14:55:00,2016-02-29 00:00:00,1899-12-30 15:03:00,Business,Meeting,Whitebridge,Hazelwood,8,4.184284
2016-02-29 00:00:00,1899-12-30 16:40:00,2016-02-29 00:00:00,1899-12-30 17:00:00,Business,Customer Visit,Hazelwood,Whitebridge,20,10.621644
2016-03-01 00:00:00,1899-12-30 18:47:00,2016-03-01 00:00:00,1899-12-30 19:10:00,Business,Meal/Entertain,Whitebridge,Wayne Ridge,23,12.87472
2016-03-01 00:00:00,1899-12-30 21:27:00,2016-03-01 00:00:00,1899-12-30 21:45:00,Business,Meeting,Wayne Ridge,Whitebridge,18,12.87472
2016-03-03 00:00:00,1899-12-30 09:45:00,2016-03-03 00:00:00,1899-12-30 09:52:00,Personal,Meeting,Whitebridge,Westpark Place,7,3.5405480000000003
2016-03-03 00:00:00,1899-12-30 11:04:00,2016-03-03 00:00:00,1899-12-30 11:10:00,Business,Errand/Supplies,Westpark Place,Whitebridge,6,3.7014819999999995
2016-03-03 00:00:00,1899-12-30 14:44:00,2016-03-03 00:00:00,1899-12-30 14:58:00,Business,Meal/Entertain,Whitebridge,Northwoods,14,8.368568
2016-03-03 00:00:00,1899-12-30 15:27:00,2016-03-03 00:00:00,1899-12-30 15:48:00,Business,Customer Visit,Cary,Raleigh,21,12.230984
2016-03-03 00:00:00,1899-12-30 16:02:00,2016-03-03 00:00:00,1899-12-30 16:42:00,Business,Meeting,Raleigh,Cary,40,27.841582000000002
2016-03-04 00:00:00,1899-12-30 07:47:00,2016-03-04 00:00:00,1899-12-30 08:06:00,Business,Meeting,Cary,Durham,19,15.932466
2016-03-04 00:00:00,1899-12-30 09:46:00,2016-03-04 00:00:00,1899-12-30 10:03:00,Business,Customer Visit,Durham,Cary,17,15.932466
2016-03-04 00:00:00,1899-12-30 11:46:00,2016-03-04 00:00:00,1899-12-30 12:06:00,Business,Meeting,Cary,Durham,20,16.737136
2016-03-04 00:00:00,1899-12-30 13:03:00,2016-03-04 00:00:00,1899-12-30 13:25:00,Business,Meeting,Durham,Cary,22,17.541806
2016-03-04 00:00:00,1899-12-30 13:40:00,2016-03-04 00:00:00,1899-12-30 14:09:00,Business,Customer Visit,Cary,Raleigh,29,25.266638
2016-03-04 00:00:00,1899-12-30 15:56:00,2016-03-04 00:00:00,1899-12-30 16:08:00,Business,Meal/Entertain,Raleigh,Raleigh,12,7.885766
2016-03-04 00:00:00,1899-12-30 16:16:00,2016-03-04 00:00:00,1899-12-30 16:22:00,Business,Errand/Supplies,Fayetteville Street,Depot Historic District,6,1.2874720000000002
2016-03-04 00:00:00,1899-12-30 16:43:00,2016-03-04 00:00:00,1899-12-30 17:12:00,Business,Meeting,Raleigh,Cary,29,21.72609
2016-03-04 00:00:00,1899-12-30 19:02:00,2016-03-04 00:00:00,1899-12-30 19:08:00,Business,Temporary Site,Cary,Morrisville,6,3.057746
2016-03-04 00:00:00,1899-12-30 19:16:00,2016-03-04 00:00:00,1899-12-30 19:25:00,Business,Meal/Entertain,Morrisville,Cary,9,3.21868
2016-03-05 00:00:00,1899-12-30 11:44:00,2016-03-05 00:00:00,1899-12-30 11:59:00,Business,Meal/Entertain,Cary,Morrisville,15,10.46071
2016-03-05 00:00:00,1899-12-30 12:57:00,2016-03-05 00:00:00,1899-12-30 13:12:00,Personal,Meal/Entertain,Weston,Weston,15,6.759228
2016-03-05 00:00:00,1899-12-30 14:08:00,2016-03-05 00:00:00,1899-12-30 14:18:00,Personal,Meal/Entertain,Morrisville,Cary,10,5.63269
2016-03-05 00:00:00,1899-12-30 14:39:00,2016-03-05 00:00:00,1899-12-30 15:01:00,Business,Meal/Entertain,Whitebridge,Wayne Ridge,22,12.552852
2016-03-05 00:00:00,1899-12-30 16:52:00,2016-03-05 00:00:00,1899-12-30 17:13:00,Business,Meal/Entertain,Cary,Morrisville,21,12.552852
2016-03-05 00:00:00,1899-12-30 17:23:00,2016-03-05 00:00:00,1899-12-30 17:34:00,Business,Meal/Entertain,Morrisville,Cary,11,6.276426
2016-03-07 00:00:00,1899-12-30 09:10:00,2016-03-07 00:00:00,1899-12-30 09:20:00,Business,Errand/Supplies,Whitebridge,Edgehill Farms,10,4.506151999999999
2016-03-07 00:00:00,1899-12-30 09:23:00,2016-03-07 00:00:00,1899-12-30 09:47:00,Business,Customer Visit,Cary,Raleigh,24,19.955816000000002
2016-03-07 00:00:00,1899-12-30 12:10:00,2016-03-07 00:00:00,1899-12-30 12:26:00,Business,Customer Visit,Fayetteville Street,Meredith Townes,16,9.495106
2016-03-07 00:00:00,1899-12-30 13:57:00,2016-03-07 00:00:00,1899-12-30 14:18:00,Business,Meeting,Meredith Townes,Leesville Hollow,21,15.127796
2016-03-07 00:00:00,1899-12-30 15:19:00,2016-03-07 00:00:00,1899-12-30 15:45:00,Business,Between Offices,Raleigh,Cary,26,19.151146
2016-03-08 00:00:00,1899-12-30 14:38:00,2016-03-08 00:00:00,1899-12-30 14:55:00,Business,Between Offices,Whitebridge,Waverly Place,17,11.587248
2016-03-08 00:00:00,1899-12-30 15:35:00,2016-03-08 00:00:00,1899-12-30 16:00:00,Business,Meal/Entertain,Waverly Place,Whitebridge,25,12.230984
2016-03-08 00:00:00,1899-12-30 16:13:00,2016-03-08 00:00:00,1899-12-30 16:25:00,Personal,Meal/Entertain,Whitebridge,Whitebridge,12,2.5749440000000003
2016-03-10 00:00:00,1899-12-30 03:36:00,2016-03-10 00:00:00,1899-12-30 03:53:00,Business,Meeting,Cary,Morrisville,17,13.518456
2016-03-10 00:00:00,1899-12-30 10:08:00,2016-03-10 00:00:00,1899-12-30 10:37:00,Business,Meeting,East Austin,West University,29,20.599552000000003
2016-03-10 00:00:00,1899-12-30 14:39:00,2016-03-10 00:00:00,1899-12-30 14:55:00,Business,Meeting,West University,South Congress,16,3.7014819999999995
2016-03-10 00:00:00,1899-12-30 16:18:00,2016-03-10 00:00:00,1899-12-30 16:28:00,Business,Meeting,South Congress,Arts District,10,2.5749440000000003
2016-03-11 00:00:00,1899-12-30 09:47:00,2016-03-11 00:00:00,1899-12-30 09:59:00,Business,Meal/Entertain,The Drag,Congress Ave District,12,3.21868
2016-03-11 00:00:00,1899-12-30 10:29:00,2016-03-11 00:00:00,1899-12-30 10:36:00,Business,Meal/Entertain,Congress Ave District,Downtown,7,1.2874720000000002
2016-03-11 00:00:00,1899-12-30 11:57:00,2016-03-11 00:00:00,1899-12-30 12:04:00,Business,Meal/Entertain,Downtown,Red River District,7,1.9312079999999998
2016-03-11 00:00:00,1899-12-30 13:43:00,2016-03-11 00:00:00,1899-12-30 13:51:00,Business,Meal/Entertain,Red River District,Downtown,8,1.60934
2016-03-11 00:00:00,1899-12-30 19:21:00,2016-03-11 00:00:00,1899-12-30 19:35:00,Business,Meal/Entertain,South Congress,The Drag,14,3.379614
2016-03-12 00:00:00,1899-12-30 09:13:00,2016-03-12 00:00:00,1899-12-30 09:22:00,Business,Meal/Entertain,The Drag,South Congress,9,3.5405480000000003
2016-03-12 00:00:00,1899-12-30 18:27:00,2016-03-12 00:00:00,1899-12-30 18:37:00,Personal,Meal/Entertain,South Congress,The Drag,10,3.057746
2016-03-13 00:00:00,1899-12-30 09:07:00,2016-03-13 00:00:00,1899-12-30 09:37:00,Business,Meal/Entertain,The Drag,Convention Center District,30,9.173238
2016-03-13 00:00:00,1899-12-30 18:23:00,2016-03-13 00:00:00,1899-12-30 18:43:00,Business,Meal/Entertain,South Congress,North Austin,20,13.518456
2016-03-13 00:00:00,1899-12-30 20:07:00,2016-03-13 00:00:00,1899-12-30 20:28:00,Business,Meal/Entertain,Georgian Acres,The Drag,21,9.977908000000001
2016-03-13 00:00:00,1899-12-30 20:39:00,2016-03-13 00:00:00,1899-12-30 20:58:00,Business,Meal/Entertain,The Drag,North Austin,19,16.89807
2016-03-13 00:00:00,1899-12-30 21:11:00,2016-03-13 00:00:00,1899-12-30 21:23:00,Business,Meal/Entertain,North Austin,Coxville,12,11.587248
2016-03-13 00:00:00,1899-12-30 22:19:00,2016-03-13 00:00:00,1899-12-30 22:39:00,Business,Meal/Entertain,Coxville,The Drag,20,20.11675
2016-03-14 00:00:00,1899-12-30 08:34:00,2016-03-14 00:00:00,1899-12-30 08:49:00,Business,Errand/Supplies,The Drag,South Congress,15,3.21868
2016-03-14 00:00:00,1899-12-30 18:39:00,2016-03-14 00:00:00,1899-12-30 18:55:00,Business,Errand/Supplies,South Congress,The Drag,16,4.345218
2016-03-15 00:00:00,1899-12-30 08:45:00,2016-03-15 00:00:00,1899-12-30 08:57:00,Business,Meal/Entertain,The Drag,Convention Center District,12,3.21868
2016-03-15 00:00:00,1899-12-30 20:48:00,2016-03-15 00:00:00,1899-12-30 21:01:00,Business,Meal/Entertain,Downtown,The Drag,13,4.506151999999999
2016-03-16 00:00:00,1899-12-30 11:34:00,2016-03-16 00:00:00,1899-12-30 11:45:00,Business,Meal/Entertain,The Drag,Congress Ave District,11,2.735878
2016-03-16 00:00:00,1899-12-30 14:44:00,2016-03-16 00:00:00,1899-12-30 14:55:00,Business,Meal/Entertain,Convention Center District,West University,11,3.21868
2016-03-16 00:00:00,1899-12-30 18:43:00,2016-03-16 00:00:00,1899-12-30 18:56:00,Business,Meal/Entertain,West University,Congress Ave District,13,3.379614
2016-03-17 00:00:00,1899-12-30 00:33:00,2016-03-17 00:00:00,1899-12-30 00:44:00,Personal,Meal/Entertain,Downtown,The Drag,11,2.735878
2016-03-17 00:00:00,1899-12-30 12:52:00,2016-03-17 00:00:00,1899-12-30 15:11:00,Business,Customer Visit,Austin,Katy,139,218.87024
2016-03-17 00:00:00,1899-12-30 15:16:00,2016-03-17 00:00:00,1899-12-30 15:58:00,Business,Meeting,Katy,Houston,42,48.602067999999996
2016-03-17 00:00:00,1899-12-30 17:20:00,2016-03-17 00:00:00,1899-12-30 18:02:00,Business,Meal/Entertain,Midtown,Alief,42,24.94477
2016-03-17 00:00:00,1899-12-30 18:47:00,2016-03-17 00:00:00,1899-12-30 19:09:00,Personal,Meal/Entertain,Houston,Houston,22,7.885766
2016-03-17 00:00:00,1899-12-30 20:57:00,2016-03-17 00:00:00,1899-12-30 21:28:00,Personal,Meal/Entertain,Houston,Houston,31,20.277684
2016-03-17 00:00:00,1899-12-30 21:48:00,2016-03-17 00:00:00,1899-12-30 22:04:00,Personal,Meal/Entertain,Sharpstown,Midtown,16,16.737136
2016-03-18 00:00:00,1899-12-30 07:15:00,2016-03-18 00:00:00,1899-12-30 07:21:00,Business,Meal/Entertain,Midtown,Midtown,6,1.7702740000000001
2016-03-18 00:00:00,1899-12-30 08:35:00,2016-03-18 00:00:00,1899-12-30 08:43:00,Business,Meal/Entertain,Midtown,Midtown,8,1.7702740000000001
2016-03-18 00:00:00,1899-12-30 18:24:00,2016-03-18 00:00:00,1899-12-30 19:08:00,Business,Meeting,Midtown,Sharpstown,44,21.243288
2016-03-18 00:00:00,1899-12-30 19:23:00,2016-03-18 00:00:00,1899-12-30 19:29:00,Business,Errand/Supplies,Sharpstown,Sharpstown,6,1.60934
2016-03-18 00:00:00,1899-12-30 21:01:00,2016-03-18 00:00:00,1899-12-30 21:15:00,Business,Customer Visit,Sharpstown,Midtown,14,14.805927999999998
2016-03-19 00:00:00,1899-12-30 09:10:00,2016-03-19 00:00:00,1899-12-30 09:25:00,Business,Meal/Entertain,Midtown,Sharpstown,15,15.127796
2016-03-19 00:00:00,1899-12-30 12:50:00,2016-03-19 00:00:00,1899-12-30 13:13:00,Business,Customer Visit,Houston,Sugar Land,23,19.31208
2016-03-19 00:00:00,1899-12-30 14:01:00,2016-03-19 00:00:00,1899-12-30 14:57:00,Business,Customer Visit,Sugar Land,Houston,56,56.487834
2016-03-19 00:00:00,1899-12-30 15:34:00,2016-03-19 00:00:00,1899-12-30 16:38:00,Business,Meal/Entertain,Houston,Galveston,64,58.74091
2016-03-19 00:00:00,1899-12-30 17:17:00,2016-03-19 00:00:00,1899-12-30 17:32:00,Business,Meal/Entertain,Galveston,Port Bolivar,15,4.9889540000000006
2016-03-19 00:00:00,1899-12-30 17:37:00,2016-03-19 00:00:00,1899-12-30 17:47:00,Business,Errand/Supplies,Port Bolivar,Port Bolivar,10,3.379614
2016-03-19 00:00:00,1899-12-30 17:52:00,2016-03-19 00:00:00,1899-12-30 18:00:00,Business,Errand/Supplies,Port Bolivar,Port Bolivar,8,1.9312079999999998
2016-03-19 00:00:00,1899-12-30 18:53:00,2016-03-19 00:00:00,1899-12-30 19:29:00,Business,Meeting,Port Bolivar,Galveston,36,12.07005
2016-03-19 00:00:00,1899-12-30 19:33:00,2016-03-19 00:00:00,1899-12-30 20:39:00,Business,Customer Visit,Galveston,Houston,66,91.73238
2016-03-20 00:00:00,1899-12-30 07:37:00,2016-03-20 00:00:00,1899-12-30 07:48:00,Business,Meeting,Midtown,Washington Avenue,11,9.495106
2016-03-20 00:00:00,1899-12-30 11:42:00,2016-03-20 00:00:00,1899-12-30 11:56:00,Business,Meeting,Washington Avenue,Midtown,14,9.977908000000001
2016-03-20 00:00:00,1899-12-30 17:08:00,2016-03-20 00:00:00,1899-12-30 17:34:00,Business,Meeting,Midtown,Sharpstown,26,16.737136
2016-03-20 00:00:00,1899-12-30 18:34:00,2016-03-20 00:00:00,1899-12-30 18:40:00,Personal,Meeting,Sharpstown,Briar Meadow,6,1.9312079999999998
2016-03-20 00:00:00,1899-12-30 18:45:00,2016-03-20 00:00:00,1899-12-30 19:06:00,Business,Customer Visit,Briar Meadow,Midtown,21,15.449663999999999
2016-03-21 00:00:00,1899-12-30 10:21:00,2016-03-21 00:00:00,1899-12-30 10:26:00,Personal,Customer Visit,Midtown,Downtown,5,1.60934
2016-03-21 00:00:00,1899-12-30 16:05:00,2016-03-21 00:00:00,1899-12-30 16:13:00,Business,Meal/Entertain,Downtown,Midtown,8,1.448406
2016-03-21 00:00:00,1899-12-30 18:59:00,2016-03-21 00:00:00,1899-12-30 19:15:00,Business,Meal/Entertain,Midtown,Sharpstown,16,14.162192000000001
2016-03-21 00:00:00,1899-12-30 20:18:00,2016-03-21 00:00:00,1899-12-30 20:55:00,Business,Meal/Entertain,Sharpstown,Midtown,37,41.199104000000005
2016-03-22 00:00:00,1899-12-30 06:17:00,2016-03-22 00:00:00,1899-12-30 06:43:00,Business,Meal/Entertain,Midtown,Greater Greenspoint,26,37.01482
2016-03-22 00:00:00,1899-12-30 12:06:00,2016-03-22 00:00:00,1899-12-30 12:24:00,Personal,Meal/Entertain,Morrisville,Cary,18,13.035654
2016-03-22 00:00:00,1899-12-30 19:12:00,2016-03-22 00:00:00,1899-12-30 19:25:00,Personal,Meal/Entertain,Whitebridge,Whitebridge,13,2.2530759999999996
2016-03-23 00:00:00,1899-12-30 14:37:00,2016-03-23 00:00:00,1899-12-30 14:42:00,Personal,Meal/Entertain,Whitebridge,Preston,5,2.735878
2016-03-23 00:00:00,1899-12-30 14:53:00,2016-03-23 00:00:00,1899-12-30 14:59:00,Personal,Meal/Entertain,Preston,Whitebridge,6,2.5749440000000003
2016-03-24 00:00:00,1899-12-30 19:47:00,2016-03-24 00:00:00,1899-12-30 19:54:00,Personal,Meal/Entertain,Whitebridge,Westpark Place,7,3.21868
2016-03-24 00:00:00,1899-12-30 20:34:00,2016-03-24 00:00:00,1899-12-30 20:40:00,Business,Meal/Entertain,Westpark Place,Whitebridge,6,3.5405480000000003
2016-03-25 00:00:00,1899-12-30 13:24:00,2016-03-25 00:00:00,1899-12-30 16:22:00,Business,Customer Visit,Cary,Latta,178,231.74496
2016-03-25 00:00:00,1899-12-30 16:52:00,2016-03-25 00:00:00,1899-12-30 22:22:00,Business,Customer Visit,Latta,Jacksonville,330,499.37820200000004
2016-03-25 00:00:00,1899-12-30 22:54:00,2016-03-26 00:00:00,1899-12-30 01:39:00,Business,Meeting,Jacksonville,Kissimmee,165,323.47734
2016-03-26 00:00:00,1899-12-30 14:05:00,2016-03-26 00:00:00,1899-12-30 14:29:00,Personal,Meeting,Couples Glen,Isles of Buena Vista,24,10.782578
2016-03-26 00:00:00,1899-12-30 15:19:00,2016-03-26 00:00:00,1899-12-30 15:49:00,Personal,Meeting,Kissimmee,Orlando,30,14.162192000000001
2016-03-26 00:00:00,1899-12-30 16:26:00,2016-03-26 00:00:00,1899-12-30 16:30:00,Personal,Meeting,Lake Reams,Lake Reams,4,1.9312079999999998
2016-03-27 00:00:00,1899-12-30 00:31:00,2016-03-27 00:00:00,1899-12-30 00:40:00,Business,Errand/Supplies,Lake Reams,Lake Reams,9,3.379614
2016-03-27 00:00:00,1899-12-30 01:11:00,2016-03-27 00:00:00,1899-12-30 01:23:00,Business,Meal/Entertain,Orlando,Kissimmee,12,10.621644
2016-03-27 00:00:00,1899-12-30 15:31:00,2016-03-27 00:00:00,1899-12-30 15:56:00,Business,Customer Visit,Kissimmee,Orlando,25,9.816974
2016-03-27 00:00:00,1899-12-30 21:26:00,2016-03-27 00:00:00,1899-12-30 21:41:00,Personal,Customer Visit,Orlando,Orlando,15,11.104446000000001
2016-03-27 00:00:00,1899-12-30 23:04:00,2016-03-27 00:00:00,1899-12-30 23:18:00,Personal,Customer Visit,Orlando,Kissimmee,14,11.748182
2016-03-28 00:00:00,1899-12-30 12:29:00,2016-03-28 00:00:00,1899-12-30 12:42:00,Personal,Customer Visit,Kissimmee,Orlando,13,5.793624
2016-03-28 00:00:00,1899-12-30 19:30:00,2016-03-28 00:00:00,1899-12-30 20:23:00,Personal,Customer Visit,Couples Glen,Vista East,53,43.774048
2016-03-28 00:00:00,1899-12-30 22:55:00,2016-03-28 00:00:00,1899-12-30 23:26:00,Personal,Customer Visit,Orlando,Kissimmee,31,41.360037999999996
2016-03-29 00:00:00,1899-12-30 15:27:00,2016-03-29 00:00:00,1899-12-30 16:11:00,Personal,Customer Visit,Kissimmee,Orlando,44,21.887024
2016-03-29 00:00:00,1899-12-30 18:20:00,2016-03-29 00:00:00,1899-12-30 18:39:00,Personal,Customer Visit,Sand Lake Commons,Sky Lake,19,9.977908000000001
2016-03-29 00:00:00,1899-12-30 20:29:00,2016-03-29 00:00:00,1899-12-30 20:44:00,Personal,Customer Visit,Sky Lake,Sand Lake Commons,15,9.65604
2016-03-29 00:00:00,1899-12-30 23:04:00,2016-03-29 00:00:00,1899-12-30 23:21:00,Personal,Customer Visit,Orlando,Kissimmee,17,22.208892000000002
2016-03-30 00:00:00,1899-12-30 22:05:00,2016-03-30 00:00:00,1899-12-30 22:55:00,Business,Meal/Entertain,Orlando,Kissimmee,50,46.348992
2016-03-31 00:00:00,1899-12-30 12:47:00,2016-03-31 00:00:00,1899-12-30 13:22:00,Business,Temporary Site,Kissimmee,Orlando,35,25.910374
2016-03-31 00:00:00,1899-12-30 14:37:00,2016-03-31 00:00:00,1899-12-30 15:09:00,Business,Meal/Entertain,Orlando,Kissimmee,32,26.393175999999997
2016-04-01 00:00:00,1899-12-30 13:43:00,2016-04-01 00:00:00,1899-12-30 14:01:00,Business,Meeting,Kissimmee,Kissimmee,18,17.70274
2016-04-01 00:00:00,1899-12-30 14:36:00,2016-04-01 00:00:00,1899-12-30 15:24:00,Business,Customer Visit,Kissimmee,Orlando,48,24.94477
2016-04-01 00:00:00,1899-12-30 16:01:00,2016-04-01 00:00:00,1899-12-30 16:49:00,Business,Meeting,Orlando,Kissimmee,48,32.669602
2016-04-01 00:00:00,1899-12-30 16:52:00,2016-04-01 00:00:00,1899-12-30 16:57:00,Personal,Meeting,Kissimmee,Kissimmee,5,1.1265379999999998
2016-04-02 00:00:00,1899-12-30 08:48:00,2016-04-02 00:00:00,1899-12-30 09:04:00,Personal,Meeting,Kissimmee,Kissimmee,16,8.85137
2016-04-02 00:00:00,1899-12-30 11:01:00,2016-04-02 00:00:00,1899-12-30 11:16:00,Personal,Meeting,Kissimmee,Kissimmee,15,8.207633999999999
2016-04-02 00:00:00,1899-12-30 12:21:00,2016-04-02 00:00:00,1899-12-30 14:47:00,Business,Customer Visit,Kissimmee,Daytona Beach,146,124.40198199999999
2016-04-02 00:00:00,1899-12-30 16:57:00,2016-04-02 00:00:00,1899-12-30 18:09:00,Business,Customer Visit,Daytona Beach,Jacksonville,72,129.55187
2016-04-02 00:00:00,1899-12-30 19:38:00,2016-04-02 00:00:00,1899-12-30 22:36:00,Business,Customer Visit,Jacksonville,Ridgeland,178,280.34702799999997
2016-04-02 00:00:00,1899-12-30 23:11:00,2016-04-03 00:00:00,1899-12-30 01:34:00,Business,Meeting,Ridgeland,Florence,143,231.74496
2016-04-03 00:00:00,1899-12-30 02:00:00,2016-04-03 00:00:00,1899-12-30 04:16:00,Business,Meeting,Florence,Cary,136,256.367862
2016-04-05 00:00:00,1899-12-30 21:39:00,2016-04-05 00:00:00,1899-12-30 21:55:00,Business,Meal/Entertain,Whitebridge,Wayne Ridge,16,12.713786
2016-04-06 00:00:00,1899-12-30 00:19:00,2016-04-06 00:00:00,1899-12-30 00:39:00,Business,Meal/Entertain,Wayne Ridge,Whitebridge,20,12.87472
2016-04-07 00:00:00,1899-12-30 18:20:00,2016-04-07 00:00:00,1899-12-30 18:39:00,Business,Meal/Entertain,Cary,Morrisville,19,9.816974
2016-04-07 00:00:00,1899-12-30 19:45:00,2016-04-07 00:00:00,1899-12-30 20:00:00,Business,Errand/Supplies,Morrisville,Cary,15,9.816974
2016-04-08 00:00:00,1899-12-30 12:30:00,2016-04-08 00:00:00,1899-12-30 12:48:00,Business,Meeting,Cary,Durham,18,16.89807
2016-04-08 00:00:00,1899-12-30 13:34:00,2016-04-08 00:00:00,1899-12-30 13:51:00,Business,Meal/Entertain,Durham,Cary,17,14.001257999999998
2016-04-08 00:00:00,1899-12-30 13:55:00,2016-04-08 00:00:00,1899-12-30 14:03:00,Business,Errand/Supplies,Westpark Place,Whitebridge,8,2.896812
2016-04-08 00:00:00,1899-12-30 14:43:00,2016-04-08 00:00:00,1899-12-30 15:20:00,Business,Meeting,Cary,Raleigh,37,30.738394000000003
2016-04-08 00:00:00,1899-12-30 16:05:00,2016-04-08 00:00:00,1899-12-30 16:47:00,Business,Meeting,Raleigh,Cary,42,29.933724
2016-04-12 00:00:00,1899-12-30 09:15:00,2016-04-12 00:00:00,1899-12-30 09:26:00,Business,Errand/Supplies,Whitebridge,Edgehill Farms,11,4.506151999999999
2016-04-12 00:00:00,1899-12-30 09:34:00,2016-04-12 00:00:00,1899-12-30 09:53:00,Business,Meeting,Cary,Raleigh,19,14.323126
2016-04-12 00:00:00,1899-12-30 10:58:00,2016-04-12 00:00:00,1899-12-30 11:18:00,Business,Customer Visit,Meredith,Cedar Hill,20,12.07005
2016-04-12 00:00:00,1899-12-30 12:22:00,2016-04-12 00:00:00,1899-12-30 12:44:00,Business,Meeting,Raleigh,Morrisville,22,25.588506
2016-04-12 00:00:00,1899-12-30 13:42:00,2016-04-12 00:00:00,1899-12-30 14:01:00,Business,Meal/Entertain,Morrisville,Cary,19,10.46071
2016-04-14 00:00:00,1899-12-30 07:29:00,2016-04-14 00:00:00,1899-12-30 08:09:00,Business,Temporary Site,Cary,Holly Springs,40,24.622902
2016-04-14 00:00:00,1899-12-30 16:00:00,2016-04-14 00:00:00,1899-12-30 16:43:00,Business,Temporary Site,Holly Springs,Cary,43,22.047957999999998
2016-04-15 00:00:00,1899-12-30 11:36:00,2016-04-15 00:00:00,1899-12-30 12:07:00,Business,Temporary Site,Cary,Raleigh,31,19.151146
2016-04-15 00:00:00,1899-12-30 12:29:00,2016-04-15 00:00:00,1899-12-30 12:32:00,Business,Errand/Supplies,Meredith Townes,Harden Place,3,2.2530759999999996
2016-04-15 00:00:00,1899-12-30 14:31:00,2016-04-15 00:00:00,1899-12-30 15:01:00,Business,Meeting,Raleigh,Cary,30,24.461968
2016-04-16 00:00:00,1899-12-30 12:59:00,2016-04-16 00:00:00,1899-12-30 13:17:00,Business,Errand/Supplies,Cary,Morrisville,18,9.65604
2016-04-16 00:00:00,1899-12-30 15:10:00,2016-04-16 00:00:00,1899-12-30 15:26:00,Business,Meal/Entertain,Morrisville,Cary,16,9.816974
2016-04-19 00:00:00,1899-12-30 17:44:00,2016-04-19 00:00:00,1899-12-30 18:08:00,Business,Meal/Entertain,Whitebridge,Wayne Ridge,24,13.196587999999998
2016-04-19 00:00:00,1899-12-30 19:57:00,2016-04-19 00:00:00,1899-12-30 20:19:00,Business,Meal/Entertain,Wayne Ridge,Whitebridge,22,12.87472
2016-04-22 00:00:00,1899-12-30 08:25:00,2016-04-22 00:00:00,1899-12-30 09:04:00,Business,Meeting,Cary,Raleigh,39,21.887024
2016-04-22 00:00:00,1899-12-30 10:10:00,2016-04-22 00:00:00,1899-12-30 10:40:00,Business,Meeting,Raleigh,Cary,30,36.21015
2016-04-22 00:00:00,1899-12-30 12:08:00,2016-04-22 00:00:00,1899-12-30 12:28:00,Business,Meeting,Cary,Durham,20,16.737136
2016-04-22 00:00:00,1899-12-30 13:02:00,2016-04-22 00:00:00,1899-12-30 13:26:00,Business,Meeting,Durham,Cary,24,16.0934
2016-04-23 00:00:00,1899-12-30 17:03:00,2016-04-23 00:00:00,1899-12-30 17:16:00,Business,Meal/Entertain,Whitebridge,Tanglewood,13,9.65604
2016-04-23 00:00:00,1899-12-30 18:49:00,2016-04-23 00:00:00,1899-12-30 19:05:00,Business,Meal/Entertain,Tanglewood,Whitebridge,16,10.46071
2016-04-24 00:00:00,1899-12-30 19:07:00,2016-04-24 00:00:00,1899-12-30 19:16:00,Business,Errand/Supplies,Cary,Morrisville,9,4.9889540000000006
2016-04-24 00:00:00,1899-12-30 19:46:00,2016-04-24 00:00:00,1899-12-30 19:52:00,Business,Errand/Supplies,Chessington,Chessington,6,3.057746
2016-04-24 00:00:00,1899-12-30 21:41:00,2016-04-24 00:00:00,1899-12-30 21:50:00,Business,Between Offices,Morrisville,Cary,9,6.759228
2016-04-27 00:00:00,1899-12-30 13:30:00,2016-04-27 00:00:00,1899-12-30 13:40:00,Business,Between Offices,Whitebridge,Burtrose,10,7.885766
2016-04-27 00:00:00,1899-12-30 14:13:00,2016-04-27 00:00:00,1899-12-30 14:25:00,Business,Between Offices,Burtrose,Whitebridge,12,7.724831999999999
2016-04-28 00:00:00,1899-12-30 12:09:00,2016-04-28 00:00:00,1899-12-30 12:34:00,Business,Customer Visit,Cary,Raleigh,25,19.955816000000002
2016-04-28 00:00:00,1899-12-30 13:30:00,2016-04-28 00:00:00,1899-12-30 13:49:00,Business,Customer Visit,Raleigh,Cary,19,52.786351999999994
2016-04-28 00:00:00,1899-12-30 22:10:00,2016-04-28 00:00:00,1899-12-30 22:28:00,Business,Customer Visit,Morrisville,Cary,18,8.85137
